0,,hylabel,yz_label,agreed,num_singlish,num_singlish_yz,num_particles_match
"[{'role': 'user', 'content': '\nB: ""Eh, you see Yen Jing these days or not?""\n\nA: ""Eh, once in a while lah.""\n\nB: ""Wah, very slim leh.'}]","
B: ""Eh, you see Yen Jing these days or not?""

A: ""Eh, once in a while lah.""

B: ""Wah, very slim leh.","[""lah21"", ""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\n\nB: I wonder who will get the first prize leh.\nA: Yah lor, last time Sandra got it.'}]","

B: I wonder who will get the first prize leh.
A: Yah lor, last time Sandra got it.","[""leh33"", ""lor33""]",,,6,5,FALSE
"[{'role': 'user', 'content': '\n\nB: Who do you think will get first prize leh?'}]","

B: Who do you think will get first prize leh?","[""leh33""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: So, back to the topic about my suite. So the glass is transparent lah. You can actually see the number of people inside the room lor.\nA: Oh, I see. But the suite is just a sofa only, right?\nB: Ah, got it.'}]","
B: So, back to the topic about my suite. So the glass is transparent lah. You can actually see the number of people inside the room lor.
A: Oh, I see. But the suite is just a sofa only, right?
B: Ah, got it.","[""lah51"", ""lor33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nB: Oh, is your husband a member of the company?.\nA: Ya, he is leh. It is his company'}]","
B: Oh, is your husband a member of the company?.
A: Ya, he is leh. It is his company","[""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: One day we should go karaoke leh.\nB: Ah, you want?\nA: Ya, if we have more people lah.'}]","
A: One day we should go karaoke leh.
B: Ah, you want?
A: Ya, if we have more people lah.","[""leh33"", ""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: What do you want to eat leh?'}]","
A: What do you want to eat leh?","[""leh33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Ya.\nA: Only $2, it\'s worth.\nB: That\'s excluding drinks, ah?\nA: Ya lah, no drinks one. '}]","
B: Ya.
A: Only $2, it\'s worth.
B: That\'s excluding drinks, ah?
A: Ya lah, no drinks one. ","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': ':\nB: ""Maybe I did, I can\'t remember, I\'ll try.""\n\nA: ""You see if you can find lah.""\nB: ""Ya.""'}]",":
B: ""Maybe I did, I can\'t remember, I\'ll try.""

A: ""You see if you can find lah.""
B: ""Ya.""","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: In the letter, your rehearsal time is from what time to what time, then another organization\'s time is from what time to what time? Tell the banquet manager to prepare. For example,  we need how many standing mics and all that lah.'}]","
A: In the letter, your rehearsal time is from what time to what time, then another organization\'s time is from what time to what time? Tell the banquet manager to prepare. For example,  we need how many standing mics and all that lah.","[""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: If anything happens, here is my number.\nA: Just in case, right?\nB: For emergency cases lah. Because there are no embassies around here.'}]","
B: If anything happens, here is my number.
A: Just in case, right?
B: For emergency cases lah. Because there are no embassies around here.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: The deejay\'s thing on stage, the rostrum and all that then.\n\nA: Then I ask her, ""do we have a day-room that we can store our props?""\n\nB: Uhm.\n\nA: Then she say, ""No, just at the usual  place lah.""'}]","
B: The deejay\'s thing on stage, the rostrum and all that then.

A: Then I ask her, ""do we have a day-room that we can store our props?""

B: Uhm.

A: Then she say, ""No, just at the usual  place lah.""","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Will they have enough rooms for you and your family and friends?\\nA: So I think not enough lah, there are too many people around.'}]","
B: Will they have enough rooms for you and your family and friends?\
A: So I think not enough lah, there are too many people around.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Please sign over here.\nB: Okay, I copy here?\nA: Ya lah, here'}]","
A: Please sign over here.
B: Okay, I copy here?
A: Ya lah, here","[""lah21""]",,,6,5,FALSE
"[{'role': 'user', 'content': '\nA: So, I have to go to Germany first, then come back again to Amsterdam, is it?\nB: Oh my gosh!\nB: Why leh?\nA: I don\'t know lah... I don\'t know whether I should or not.'}]","
A: So, I have to go to Germany first, then come back again to Amsterdam, is it?
B: Oh my gosh!
B: Why leh?
A: I don\'t know lah... I don\'t know whether I should or not.","[""leh33"", ""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: So gaudy sia, so gaudy. Like rococo or the ice-cream cake topping?\nB: All of them?\nA: No lah, don't want.'}]","
A: So gaudy sia, so gaudy. Like rococo or the ice-cream cake topping?
B: All of them?
A: No lah, don\'t want.","[""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Belvedere is nice because of the painting, ah?\nB: Ha.\nA: This one also nice because got gardens.\nB: Ya lah.'}]","
A: Belvedere is nice because of the painting, ah?
B: Ha.
A: This one also nice because got gardens.
B: Ya lah.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Ya.\nB: So you have about two to one hour to catch the train in Italy.\nA: Ya, but I don\'t trust the Italian trains.\nB: So a bit earlier lah, say reach there about five o\'clock.'}]","
B: Ya.
B: So you have about two to one hour to catch the train in Italy.
A: Ya, but I don\'t trust the Italian trains.
B: So a bit earlier lah, say reach there about five o\'clock.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: ""His health issue was presented for more than two years after the accident, you know? And I would therefore assume that it would be permanent.""\n\nA: ""From this injury to his brain, would there be any side effects like for instance, loss of memory, headaches, relapses?""\n\nB: ""He could have mental problems, but by his own testimony, he did not complain of headaches and said he was otherwise normal leh. '}]","
B: ""His health issue was presented for more than two years after the accident, you know? And I would therefore assume that it would be permanent.""

A: ""From this injury to his brain, would there be any side effects like for instance, loss of memory, headaches, relapses?""

B: ""He could have mental problems, but by his own testimony, he did not complain of headaches and said he was otherwise normal leh. ","[""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: I am going to bring my credit card overseas.\nC: Okay, what about cash leh?'}]","
A: I am going to bring my credit card overseas.
C: Okay, what about cash leh?","[""leh33""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: ""They might not have loose change.""\nB: ""In fact, they might want to sing dollars from you.""\nC: ""Then they might ask you to buy less sing dollar is it?""\nB: ""Ya lor.""\nA: ""Doesn\'t matter lah.'}]","
B: ""They might not have loose change.""
B: ""In fact, they might want to buy sing dollars from you.""
C: ""Then they might ask you to buy less sing dollar is it?""
B: ""Ya lor.""
A: ""Doesn\'t matter lah.","[""lor33"", ""lah21""]",,,7,6,FALSE
"[{'role': 'user', 'content': '\nA: Let's see, we need to calculate how many cakes we have per person. 500 cakes divide by 24 people.\nB: About 20 lor.'}]","
A: Let's see, we need to calculate how many cakes we have per person. 500 cakes divide by 24 people.
B: About 20 lor.","[""lor33""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: You must try and catch a fish lah.\nB: Oh, the doesn\'t matter lah.\nB: Ya, you could just catch ten smaller ones.'}]","
C: You must try and catch a fish lah.
B: Oh, the doesn\'t matter lah.
B: Ya, you could just catch ten smaller ones.","[""lah21"", ""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Miss P, how many days are we in Austria leh?\nD: Calculate lah, got itinerary right there what.'}]","
A: Miss P, how many days are we spending in Austria leh?
D: Calculate lah, got itinerary right there what.","[""leh33"", ""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: So, what would you do before giving a presentation to your boss?\nB: Wait, let me collect my thoughts first. Hmm, maybe I would just run through a bit about the background lah'}]","
A: So, what would you do before giving a presentation to your boss?
B: Wait, let me collect my thoughts first. Hmm, maybe I would just run through a bit about the background lah","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: How old are they?\n\nA: Just about maybe around two years, I think.\n\nB: You mean you took them together one after another?\n\nA: They, uh, sort of almost lah.\n'}]","
B: How old are they?

A: Just about maybe around two years, I think.

B: You mean you took them together one after another?

A: They, uh, sort of almost lah.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Uhm\nB: If you have visions for your sons, you know, you should tell them, maybe for post-graduate studies or something.\nA: Uhm\nB: You know you will have to plan for more lah.\nA: Okay okay.\nB: Uhm, which adverts do you like?\nA: I think the latest one I received is from CIGNA.'}]","
B: If you have a vision for your sons, you know, you should tell them, maybe for post-graduate studies or something. You know you will have to plan for more lah.
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Eh, then maybe make an assessment whether I can afford or I can\'t afford.\nB: Ah, okay leh. Let me just run through quickly.\nA: Uhm...\nB: Uhm, they come in many names lah, okay. Basically, they\'re of a temporary nature.\nA: Uhm...'}]","
A: Eh, then maybe make an assessment whether I can afford or I can\'t afford.
B:  Let me just run through quickly.
B: Umm... actually you are okay leh.","[""leh33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Eh...\nB: Okay lah.\nA: Eh...\nB: But you know, generally got two ways lah, either one or the other.\nA: Eh...\nB: Okay, okay. Main thing is, the difference is whether you want to make sure it can do its job or not.'}]","

B: Generally got two ways lah, either one or the other.
A: Okay so which way is better?

","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Okay.\nB: Okay. Eh, what else do they have? I think that\'s basically it lah. It\'s only in the packaging.\nA: Uhm.\nB: Uhm, I don\'t know whether...'}]","

B: Eh, what else do they sell, other than cakes and bread? 
A: I think that\'s basically it l","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Of course lah.\nB: That\'s just the trend, you know?\nA: Okay lah.\nB: Uhm, these things tend to be more popular nowadays, you see?\nA: Uhm, ya lor.'}]","

B: That\'s just the trend, you know?
A: Of course lah.
","[""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nB: ""There\'s no loss, leh.""\n\nA: ""I see, I see, okay lah.""\n\nB: ""Uhm...""\n\nA: ""So all the interest, ah?""\n\nB: ""Ya, but there\'s I think got some offsetting along the way. Finally, can catch up, you know?""\n\nA: ""Is that right or not?""\n\nB: ""Got a small cost involved, also got insurance.""'}]","
B: ""There\'s no loss leh. Why are you so scared to take the chance?""

A: ""I see, I see, okay lah.""
","[""leh33"", ""leh21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: ""Eh, word.""\nB: ""Uh huh, if you look at it from that point of view.""\nA: ""Uhm, uhm, okay.""\nB: ""Okay, that\'s what I meant lah.""\nA: ""Uhm.""'}]","

B: ""If you look at it from that point of view, I guess you're right.""

A: ""Yes that\'s what I meant lah.""
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: It\'s just not up to the thirtieth of November, but of course don\'t wait until the last minute, because there might be some complications, who knows?\nB: You think something like a telecoms rush?\nA: Yeah, yeah, you\'d be surprised, you know?\nB: No lah, what telecoms rush? You won\'t have another telecoms rush.\nA: No, what I mean is of course not. But what I\'m trying to say is, okay, give us two weeks, you know? Because maybe you need a medical check-up, you know.'}]","
A: Don\'t wait until the last minute to submit your assignment, because there might be some complications, who knows?
B: You think something might happem?
A: Yeah, yeah, you\'d be surprised, you know?
B: No lah, no way.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: I thought you were doing pretty well.\nA: Uhm, I think it was more for the long term, but uh, right now is running into difficulties because of all these extensions.\nB: Oh, I see.\nB: In that case, you maybe you have expanded too fast lah, over the last two to three years.\nA: Maybe a bit too fast lah.\nB: I see, I see.\nB: Well, anyway, you are not the only customer.'}]","
B: I thought you were doing pretty well.
A: Right now I'm running into difficulties because of all these extensions.
B: In that case, maybe you have expanded your company too fast lah, over the last two to three years.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Eh, I, it was more for the long term but now got difficulties because of all these extensions.\nB: Oh, I see.\nB: In that case, maybe you expand too fast lah, the last few years.\nA: Ya, maybe a bit too fast lah.\nB: I see, I see.\nB: Well anyway, you not the only customer. In fact, I just visited two other customers yesterday at Jurong, everybody looks like got some problem here and there.'}]","

B: Well anyway, you not my only customer. In fact, two other customers visited yesterday, everybody looks like got some problem here and there, I don\'t know why leh.","[""leh33""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Right.\nB: Ya, what about Indonesia? Do you think they would be of any help if they win over the elections and a more stable government is in place?\nA: Uh, I think it\'s going to take time lah, with all the violence going around there. I think it will still take years, even when a stable government is elected.\nB: Well, that\'s very sad. I mean, as bankers, we always hear such comments. It makes us jittery, man. Anyway, thanks for allowing us to come by to visit you today.'}]","

B: Ya, what about Indonesia? Do you think they would be of any help if they win over the elections and a more stable government is in place?
A: Uh, I think it\'s going to take time lah, with all the violence going around there. I think it will still take years, even when a stable government is elected.
B: Well, that\'s very sad.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Ya, what about Indonesia?\nB: You think Indonesia would be of any help if they really win over the elections and a more stable government is in place?\nA: Uh, I think it\'s going to take time lah, with all the violence going around there.\nA: I think it\'s still going to take years, even when a stable government is elected.\nB: Well, that\'s very sad man.\nB: I mean, as bankers, we always hear these kinds of comments that make us jittery. Anyway, thanks for allowing us to come by to visit you today.\nB: Actually, we just want to come up to update you on our annual exercises lah.'}]","
B: You think Indonesia would be of any help if they really win over the elections and a more stable government is in place?
A: Uh, I think it\'s going to take time lah, with all the violence going around there. I think it\'s still going to take years, even when a stable government is elected.
B: Well, that\'s very sad man. I mean, as bankers, we always hear these kinds of comments that make us jittery. Anyway, thanks for allowing us to come by to visit you today. We just want to come up to update you on our annual exercises lah.","[""lah21"", ""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Ya, must reduce.\n\nA: So I try call as many as possible, see how.\nB: Ah, I know already a bit difficult. Given the situation what, times are bad and all. But we really really must come out today to tell you, basically these are some of the intentions that the bank is adopting.\n\nA: But my business already so bad, I really got strict cash flow problem. All my facilities in this factory already stretched to the maximum, then how come you come and tell me you want reduce my OD line some more?\n\nA: I really don\'t know lah. I really don\'t know.\n\nB: Uh, but actually what we can do is, we understand your problem. But we really hope that Mr Tan, you can understand our position also lah.\n\nB: Although a lot of time people say banks during rainy days will take away the umbrella.'}]","

A: But my business already so bad, I really got strict cash flow problem. All my facilities in this factory already stretched to the maximum, then how come you come and tell me you want reduce my OD line some more?

A: I really don\'t know lah. I really don\'t know.

B: Uh, but actually what we can do is, we understand your problem. But we really hope that Mr Tan, you can understand our position also lah.
","[""lah21"", ""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Eh, but my business already so bad leh. I really got this serious cash flow problem, and all my factory\'s facilities already stretched until almost max out liao. How can you all come and tell me need to reduce my OD line some more?\n\nA: I really don\'t know leh...\n\nB: Uh, but you see lah, what we can do is understand your problem. But we really hope Mr Tan, you can understand our position also lah.\n\nB: Although people always say banks will take away the umbrella during rainy days, but you all also must know that we also quite affected, you know? Property value drop, got that also.'}]","
A: Eh, but my business already so bad leh. I really got this serious cash flow problem, and all my factory\'s facilities already stretched until almost max out liao. How can you all come and tell me need to reduce my OD line some more?

A: I really don\'t know leh...

B: Uh, but you see, what we can do is understand your problem. But we really hope Mr Tan, you can understand our position also lah.
","[""leh33"", ""leh33"", ""lah51""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nB: So, if that’s the case, then I would suggest: is to reduce it back to the point again. It’s five, meaning, what I said earlier was that head office imposed 200,000 on your account. But I’m looking at maybe a gradual basis, what about 5,000 per month? Can you manage that for now?\n\nSo every month, we reduce by 5,000 lah.'}]","
B: So, if that’s the case, then I would suggest: is to reduce it back to the point again. It’s five, meaning, what I said earlier was that head office imposed 200,000 on your account. But I’m looking at maybe a gradual basis, what about 5,000 per month? Can you manage that for now?

So every month, we reduce by 5,000 lah.","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: ""Eh, within a week\'s time, then we see how we go from there. If got any problem, then what we do is this: after six months, okay, we will come back to you again. Then we can sit down and discuss further.\n\nB: I mean, let\'s hope that the economy will recover by then. Right now, the biggest problem we have is that we actually sitting on a lot of properties, you know? For example, these factories that you have now. Last year when I came in, it was something like three point five million. Today, we are looking at two million only, so straightaway we are looking at a negative network of about one point five million. This is the biggest headache we are facing.\n\nB: But never mind lah, don\'t worry. I will come to you in say, one week\'s time. Then we see how we go from there.""\n\nA: ""What about your bank?""'}]","

B: I mean, let\'s hope that the economy will recover by then. Right now, the biggest problem we have is that we actually sitting on a lot of properties, you know? For example, these factories that you have now. Last year when I came in, it was something like 3.5 million. Today, we are looking at 2 million only, so straightaway we are looking at a negative network of about 1.5 million. This is the biggest headache we are facing.

B: But never mind lah, don\'t worry. I will come to you in say, one week\'s time. Then we see how we go from there.

","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Eh, banks also affect, we affect.\nB: In fact, if you read the annual reports of all the local banks, they are making hefty provisions for the affected industries. So you know, we are also badly hit lah.\nB: We are badly hit lah.\nB: So you know, we are not spared.\nB: Okay, we are not spared lah.\nA: Uhm, nice to know that I\'m not alone in all this.\nB: You also not spared, okay.'}]","

B: In fact, if you read the annual reports of all the local banks, they are making hefty provisions for the affected industries. So you know, we are also badly hit lah.
","[""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Uhm, nice to know that I\'m not alone in all this.\nB: You\'re not spared, okay? All of us, we\'re business... uh, private organizations. We\'re not spared, but we have to be prudent, huh, just like living in Singapore, we have to be prudent.\nB: We have to, uh, protect the interests of our shareholders, depositors, and all that lah. But never mind, let\'s see how it goes.\nB: More important, I think, is that we want to see that we can help our local enterprises here to ride through these bad times. That\'s why I said we are always open for discussion. Although our intention is to reduce your OD limit by two hundred thousand, I think we can always look into a restructured payment.\nB: Five thousand, if it\'s too difficult for you, we can try it for six months.\nB: After six months, if you really have problems, come back to us, okay? Our doors are open anytime.'}]","
A: Uhm, nice to know that I\'m not alone in this.
B: All of us, we\'re business... uh, private organizations. We\'re not spared, but we have to be prudent.
B: We have to protect the interests of our shareholders, depositors, and all that lah. But never mind, let\'s see how it goes.
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Lim Ming Chuan still under medical leave. Last time also medical leave, you know?\nC: He went for a major operation.\nC: As for the rest, I don\'t know lah.\nC: Okay, anyway, before I go ahead, let me introduce our October issue and the balance.\nC: Okay.\nC: Okay then, I\'ll go through the Matter Arising.'}]","
C: Lim Ming Chuan still under medical leave. Last time also medical leave, you know?
C: He went for a major operation.
C: As for the rest, I don\'t know lah.","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nC: Eh, sorry leh. Before I go ahead, any amendments ah?\nD: Whose report?\nC: Never mind lah, you just go through. If got any amendments or corrections needed, just correct lah.\nC: Okay, Matter Arising...\nC: Okay, then I go through the Chairman\'s report.\nC: Okay, for item 4.1, P A Y invited a member to join the monthly competition, representing our...'}]","
C: Eh, sorry about that leh. Please forgive me.","[""leh33""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nC: ""Eh, this National Day dinner, will be held on the first of August, it\'s a Saturday leh. Our role is to get this thing, I mean our duty is to be in charge of this thing with a stage there lor. The decoration at the stage, I think lah.\n\nE: ""Decoration ah this thing?""'}]","
C: ""This National Day dinner will be held on the first of August, it\'s a Saturday. Our duty is to be in charge of this thing with a stage there lor. The decoration at the stage, I think lah.

E: ""This decoration?""","[""lor33"", ""lah51""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nC: Okay, another one will be ""Great & Great Win"". \nC: Okay, will be. \nC: The proposed date will be 12th of November 1998. \nC: So, weekday lah, but the committee has a... \nC: Because it falls on a weekday, they scared they can\'t get helper, lah. \nC: Then, they want to change to weekend, but they need to check with E and V. E and V, <unclear> word </unclear>. \nC: Okay, once I got more confirmed date then I\'ll...'}]","
C: The proposed date will be 12th of November 1998. 
C: So, weekday lah, but because it falls on a weekday, they scared they can\'t get helper.","[""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: Yeah yeah.\n\nH: Ah, we can mix lah, you know?\n\nG: My concern is I\'d like to see this platform as a means to develop your trainer skills. So if you see yourself in the future as a consultancy, use this as a 90% English and the remaining 10% Malay lah.\n\nH: You can\'t help it if you\'re a bit mixed up.\n\nG: Yeah lah, but as my concern, our medium is a rojak concept. But what we don\'t know is how to use Malay and English in one statement together lah.'}]","
B: I'm not sure whether to speak Malay or English leh.

H: Ah, we can mix lah, you know? Since our respondents are Malay, maybe 20% English and 80% Malay lor.
","[""leh33"", ""lah21"", ""lor33""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nG: Eh, the commitment is four hours leh.\nH: So for Class A, got one presenter, Class B also got one presenter is it?\nG: Ya lah, because you know what? In our thingy, we rent two classrooms for one class only leh.\nG: So, usually hor, when we engage our activity, there will be one girl and one guy.\nH: Actually not necessary one like that.\nG: Ya lah, you don\'t have to be so strict one.\nH: Is this monthly or weekly basis?'}]","
G: The commitment is four hours leh.
H: So for Class A, got one presenter, Class B also got one presenter is it?
G: Ya, because you know what? In our plan, we rent two classrooms for one class only leh.
","[""leh33"", ""leh33""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nB: Role-play, ah?\nA: Ya lah.\nB: Come.\nA: I\'m the interviewer, you you why you\'re the interviewee?\nB: You\'re not interviewing for a job, is it?\nA: I am lah, confirm plus chop.\nB: So since when you got promoted?'}]","
B: You want to role-play an interview, is it?
A: I want to be the interviewee, you want to be the interviewer?
B: You\'re not practicing for a job interview, is it?
A: I am lah, confirm plus chop.","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: ""It\'s correct lah.""\nA: ""Oh, that means if she include all the vulgarities, is it?""\nA: ""This one, don\'t know how to rate already.""\nB: ""Don\'t worry lah, the vulgarities won\'t be censored leh.""\nA: ""Usually you know what happens in a candid camera one, when it comes to vulgarities, right?""\nA: ""So this guy is damn \'beep beep beep beep\' one.""'}]","
B: ""Don\'t worry lah, the vulgarities won\'t be censored one.""
","[""lah21""]",,,4,3,FALSE
"[{'role': 'user', 'content': '\nA: Ya ya,\nA: But it\'ll be all men\'s talk, uh.\nB: I don\'t mean my vulgarity all coming out, uh.\nA: You just say ""beep beep"" lah.\nA: Beep.\nB: So, \'A\'?\nA: Is she your friend?'}]","

B: I don\'t mean my vulgarity all coming out.
A: You just say ""beep beep"" lah. (A is mimicking the sound of being censored)
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Oh.\nB: I can\'t rem (remember) the name of the building lah.\nA: Is it the mike on?\nB: Just happened to meet her there lah. That\'s it.\nA: Oh, she was the one that you\'re talking about. You have the card, right?'}]","
B: I can\'t rem (remember) the name of the building lah. Just happened to meet her there lah. That\'s it.
","[""lah21"", ""lah51""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nA: Every short interval.\nB: There\'s a diskette for this type of piano.\nB: Uh, I don\'t know what kind of disk, uh.\nA: I don\'t know lah, but you should have.\nA: I thought you should play if you have a compo set.\nA: You can play.\nB: Compo set.'}]","
B: There\'s a diskette for this type of piano.
B: Uh, I don\'t know what kind of disk that is.
A: I don\'t know lah, but you should have.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Compo set.\n\nA: Using whatever.\n\nB: We can ask them to change the CD, or else it\'ll be playing that word round and round.\n\nB: Never mind lah.\n\nA: I want to talk to Shirley.\n\nB: Talk to Shirley, ah? Is she here?'}]","

B: We can ask them to change the CD, or else it\'ll be playing that word round and round. Actually, never mind lah.
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: So two leh. Audio specialist offering it at two eight five five.\nB: Audio specialist? No lah, the other time we went to that Audio specialist, not Delphi what.\nA: No, yes. Yesterday one is more expensive what.\nB: Ya, they quoted a higher price.\nA: Yesterday, we were quoted a price of three one.'}]","
A: Audio specialist offering it at $2855.
B: Audio specialist? No lah, the other time we went to that Audio specialist, not Delphi what.
A: No, yes. Yesterday one is more expensive what.
B: Ya, they quoted a higher price.
A: Yesterday, we were quoted a price of $3100.","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: ""Two seven plus a pair of speakers.""\nB: ""Round about three.""\nA: ""You can get a Celestron, uh, SL-5.""\nB: ""No lah, cannot.""\nB: ""I don\'t like the sound, sounds too...""\nA: ""Session 5, uh, session 5 or session...""'}]","

A: ""You can get a Pikachu toy with $1.""
B: ""No lah, cannot.""
","[""lah21""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nA: Eh, I want to try the Rotel you know, and power.\nA: Although no doubt.\n\nB: Oh, Rotel is it?\nA: No lah, I don\'t think it\'s no good.\nB: I don\'t think the sound is fantastic, the sound keeps sticking there.\nA: No lah.'}]","


B: Oh, you're staying at the Fullerton Hotel is it?
A: No lah, I don\'t think it\'s good.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: I don\'t think the sound is fantastic, the sound is sticking there leh.\nA: No lah.\nB: (Unclear word)...\nA: No lah, no lah.\nB: (Unclear word)... Okay lah, but...\nA: No, because it may be that the Rogers was too much for the Rotel.\nA: It doesn\'t match, you know.'}]","
B: Hey, don\'t forget to turn off the stove when you leave leh! Later the whole apartment catch fire then you know.","[""leh51""]",,,6,5,FALSE
"[{'role': 'user', 'content': '\nA: Hi.\nB: Hello.\nA: Hello, umm, what can I help you?\nB: Umm, I am actually browsing, lah. Because I am umm looking for some toys to start my own collection.\nA: Oh. Okay. We have many toys here. Okay, so you got to decide what you are really interested in.'}]","

A: Hello, how can I help you?
B: I am actually just browsing leh. Because I am looking for some toys to start my own collection.
A: Oh. Okay. We have many toys here. What are you interested in?","[""leh33""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Okay, so I will bring down my friend.\nB: Eh, eh, can I bring my friend along?\nA: Oh sure.\nB: Ya, so probably a Sunday lah.\nA: Okay, that will be good.\nA: Eh, you open that day or not?\nA: Yes, definitely.'}]","
B: Okay, so I will bring down my friend.
C: Can I bring my friend along too?
A: Oh sure.
B: Ya, so probably a Sunday lah.
","[""lah51""]",,,2,1,FALSE
"[{'role': 'user', 'content': '\nB: Really?\nD: Ya, these guys were doing that.\nB: Are they... guy guys or what?\nD: Dunno leh, dunno lah.\nB: Where\'s the disco anyways?\nC: Downstairs lah.\nD: In the hotel leh.'}]","
B: Really?
D: Ya, these guys were doing that.
B: What were they doing?
D: Dunno leh","[""leh33""]",,,5,4,FALSE
"[{'role': 'user', 'content': '\nB: I remember this.\nB: Eh, are there any cover charge or anything like that?\nD: No no cover charge, don\'t worry lah.\nB: Not too bad lah, I think. We\'re all doing fine.\nB: We all look very good now, very presentable.'}]","
B: I remember this.
B: Eh, are there any cover charge or anything like that?
D: No no cover charge, don\'t worry lah.
","[""lah21""]",,,3,2,FALSE
"[{'role': 'user', 'content': '\nB: ""Eh, no lah, boxes not us print, we ask somebody print for us.""\n\nB: ""So if you calculate again, how much roughly?""\n\nB: ""Boxes about two fifty-five only, around two fifty-five.""\n\nC: ""But still cheaper right, compared to <unclear> word </unclear>.""\n\nB: ""Ya lor, confirm plus chop we spend less than one thousand.""\n\nC: ""Heh.""\n\nB: ""We order from Shangri-la.""'}]","
B: ""Boxes not we print, we ask somebody print for us.""

B: ""So if you calculate again, how much roughly?""

B: ""Boxes about $255.""

C: ""But still cheaper lah, compared Shangri-la.""

B: ""Ya lor, confirm plus chop we spend less than one thousand.""
","[""lah51"", ""lor33""]",,,3,2,FALSE
