0,num_singlish,output
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: ""That\'s at page two of the Plaintiff\'s bundle of documents, hor. Your second medical report, you just refer to the original x-ray taken on the twenty-seventh of April nineteen eighty-one. So, there was no further examination as such, right?""\n\nB: ""No lah, there was no further x-ray examination, My Lord. Correct or not?""\n\nC: ""And this report just states that he was last seen as an outpatient on ninth September eighty-one when he had some problems of co-ordination. He was not seen by you is it, doctor?""'}]",2,"['leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: He was seen by another doctor on that date as an outpatient lah.\nB: Yes, he may not have been seen by me when I...\nC: So you can\'t help this court regarding his coordination problems on that date ah?\nB: Not on this date, no, my Lord.\nC: Now, on your third report, doctor.\nC: On your third report, you say he was reassessed for this report on 17th August 1983.\nC: At that time, he was found to have incoordination on the right side of his body.'}]",2,"['leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: Eh, this report refer to the earlier findings of in-co-ordination or not on that date?\nB: No lah, it refers to my own assessment of him in August eighty-three. The in-co-ordination, refer to the situation in August nineteen eighty-three lor.\nB: My Lord, I alter that to ""at the time"".\nB: The second sentence in paragraph two should read also as ""at the time"".\nB: It\'s at that time leh, I think got some typo error or dictation error, should be ""at the time"".'}]",4,"['leh', ' lah', 'lor.', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: ""It\'s at that time. I think this is a typographical error or a dictation error, it should be \'at the time\'. At the time of this report, on the time of this examination, on the seventeenth of August nineteen eighty-three. My Lord, I\'m sorry for the ambiguity. This is the third report, My Lord.""\n\nC: ""See, Doctor Baratham, you seem to have in your report accepted this man\'s word rather than gone on your own observation. Because your paragraph there, it says \'prior to this accident, this man was a welder\'.""'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: I think got typo error or dictation error, should be ""at the time"".\nB: At the time of this report, at the time of this examination, on the seventeenth August nineteen eighty-three.\nB: My Lord, I sorry for the ambiguity.\nB: This is the third report, My Lord.\n\nC: See, Doctor Baratham. You seem to have in your report accepted this man\'s word, rather than go on your own observation.\nC: Because your paragraph there, it says: ""Prior to this accident, this man was a welder.""\nC: He was tested by the foreman of his firm, and his coordination was found to be inadequate for a job of a welder.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: He was tested by the foreman of his firm and his coordination was found to be inadequate for a welder job.\nC: This is what he seems to have told you.\nC: Not something you found out from the foreman of his firm.\n\nB: My Lord, I was not in communication with the foreman of the firm.\nB: He told me this.\nC: He told you this.\nB: But his incoordination was something I tested for and observed myself.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: He tell me this.\nC: He tell you this.\nB: But his in-coordination was something I test for and observe myself.\nB: I don\'t think I Lord feel competent to decide whether his in-coordination make it impossible for him to be a welder.\nB: I thought that better left to his foreman.\nC: So you never...\nB: I cannot tell this I Lord.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Eh, I never feel competent decide whether his in-coordination make it impossible for him be a welder lah. I think got better leave to his foreman.\n\nC: So you mean you never...\n\nB: Cannot tell this one lah, my Lord. I can tell his in-coordination, but I cannot say whether he really can do a job as a welder or not. I also not so familiar with welding leh.'}]",4,"['leh', ' lah', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: So, that is exactly the point, doctor.\nC: You are unable to say whether he can work as a welder or not.\nB: I am unable to say this.\nB: It is impossible for me to decide, my Lord.\nC: Next, you say in your report that he only had a moderate head injury.\nC: What do you mean by that?\nB: That is correct, my Lord. (Note: I\'m assuming ""my Lord"" is repeated for emphasis, and not a mistake.)'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: ""Eh, impossible for me decide one lah, my Lord.""\n\nC: ""Then you say in your report he only got moderate head injury leh.""\n\nC: ""What you mean by that?""\n\nB: ""Correct lah, my Lord. We classify head injuries into two types: mild concussions, and moderate injuries. Moderate injuries are those where we see some clear-cut evidence of permanent brain damage. Severe head injuries, on the other hand, are those where the brain damage is so severe that the person can be totally incapacitated.""'}]",4,"['leh', ' lah', 'leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: You are Sergeant three zero two, Saw Eng Hock.\nB: Yes, my Lord.\nA: SAW ENG HOCK.\nB: Yes, my Lord.\nA: You are attached to the Traffic Accidents Investigation Section.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: You are Sergeant three zero two, Saw Eng Hock.\nB: Yes, my Lord.\nA: SAW ENG HOCK.\nB: Yes, my Lord.\nA: You are attached to the Traffic Accidents Investigation Section.\nB: Uhm...\nA: All right.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Where are you attached now?\nB: I am now attached to Marine Police.\nA: On twenty-eighth of July nineteen eighty-three, were you attached to the Accident Investigation Section?\nB: Yes, my Lord.\nA: Were you informed of an accident involving a motor pick-up at Jalan Ahmad Ibrahim, in front of Singapore Textile Industries Limited?\nB: May I refer to my investigation paper, my Lord.\nA: Yes.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, on twenty-eighth of July nineteen eighty-three, were you attached to the Accident Investigation Section or not ah?\nB: Yes, my Lord.\nA: Then let me ask you, were you informed of an accident involving a motor pick-up at Jalan Ahmad Ibrahim, in front of Singapore Textile Industries Limited?\nB: Eh, may I refer to my investigation paper, my Lord.\nA: Okay lah, go ahead.\nB: True lah, my Lord.\nA: So, what time did you receive the information?'}]",3,"['leh', ' lah', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Were you informed of an accident involving a motor pick-up at Jalan Ahmad Ibrahim, in front of Singapore Textile Industries Limited?\nB: May I refer to my investigation paper, my Lord.\nA: Yes.\nB: That is true, my Lord.\nA: What time did you receive the information?\nB: Seven nineteen in the morning.\nA: Did you go to the scene?'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, what time you receive the information?\nB: Seven nineteen in the morning lah.\nA: You go to the scene or not?\nB: Yes, my Lord.\nA: What time you arrive at the scene?\nB: I arrive at the scene eight twenty-five in the morning, my Lord.\nA: After inspect the scene, you prepare sketch plan or not?'}]",2,"['leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, you go scene already or not?\nB: Yes, my lord.\nA: Then what time you arrive at the scene?\nB: I arrive at the scene eight twenty-five in the morning, my lord.\nA: After you inspect the scene, you prepare a sketch plan or not?\nB: Yes, my lord.\nA: Look at page five of this bundle only.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, what time you arrive at the scene leh?\nB: I arrive at the scene eight twenty-five in the morning, my Lord.\nA: After you inspect the scene already, then you prepare the sketch plan or not?\nB: Yes, my Lord.\nA: Later, you look at page five of this bundle lah.\nA: That\'s your sketch plan, and the next page is the key to the plan.\nB: Yes, my Lord.'}]",3,"['leh', 'leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Yes, my Lord.\n\nA: Look at page five of this bundle lah. That\'s your sketch plan, and the next page is the key to the plan.\n\nB: Yes, my Lord.\n\nA: Page four leh. Page four also yes. I think they put it in my bundle already, they put it.'}]",3,"['leh', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: I think it\'s due to an oversight, I think.\nA: In my bundle, it comes to the next page.\nA: Opposite that page is the key on the left-hand side.\nB: Yes, my Lord.\nA: And the damage to the vehicle involved is at page six.\nB: Yes, my Lord.\nA: Do you agree it\'s a straight stretch of road?'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Opposite that page is the key on the left-hand side lah.\nB: Yes, my Lord.\nA: And the damage to the vehicle involved is at page six leh.\nB: Yes, my Lord.\nA: You agree ah, it\'s a straight stretch of road?\nB: Yes, my Lord.\nA: No brake marks one.'}]",3,"['leh', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, the damage to the vehicle involved is on page six lah.\nB: Yes, my Lord.\nA: You agree ah, it\'s a straight stretch of road?\nB: Yes, my Lord.\nA: And no brake marks at all, right?\nB: Yes, my Lord.\nA: Then you only find scratch marks from F to C is it?'}]",2,"['leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, do you agree ah, it\'s a straight stretch of road?\nB: Yes my Lord.\nA: And got no brake marks at all, right?\nB: Yes my Lord.\nA: Then you only see the scratch marks from F one to C is it?\nB: Yes my Lord.\nA: The two scratch marks only.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, there were no brake marks leh.\nB: Yes, my Lord.\nA: And you only found scratch marks, from F one to C is it.\nB: Yes, my Lord.\nA: The two scratch marks you see.\nA: Also, did you find any evidence of this vehicle hitting the road divider or a tree on the road divider?\nB: No, my Lord.'}]",2,"['leh', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Yes, my Lord.\nA: The two scratch marks, ah?\nA: And did you find any evidence of this vehicle hitting the road divider or a tree on the road divider, or not?\nB: No, my Lord.\nA: The Defendant, Bee Hua Meng, was the driver of the pick-up, is it?\nB: Yes, my Lord.\nA: And there was one passenger seated next to the driver.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: And did you find any evidence of this vehicle hitting the road divider or a tree on the road divider, my Lord?\nB: No, my Lord.\nA: The defendant, Bee Hua Meng, was the driver of the pick-up, am I right?\nB: Yes, my Lord.\nA: And there was one passenger seated next to the driver, his name is Ching Thian Wah, am I right?\nB: Yes, my Lord.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Yes, my Lord.\n\nA: And there was one passenger seated next to the driver.\nA: His name is Ching Thian Wah, is it?\nB: Yes, my Lord.\n\nA: The driver was the Defendant, your Honor.\nA: Bee Hua Meng, the Defendant.\nA: And the front seat passenger was the employer of the driver, namely Ching C H I N G Thian T H I A N Wah W A H.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Bee Hua Meng, the defendant. The front seat passenger was the employer of the driver, Ching C H I N G Thian T H I A N Wah Wah.\n\nA: And this Mr Ching was not only the employer of the driver but also of the other persons in the pick-up who had carried on at the time.\n\nB: That is correct, my Lord.\n\nA: How many of them were in the van at the time?\n\nB: There were nine passengers.\n\nA: Nine passengers at the back, apart from the driver and Ching in the front right.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: ""Eh, there were nine passengers.""\nA: ""Nine passengers at the back, apart from the driver and Ching in the front right.""\nB: ""Wait, let me check up.""\nB: ""Yes, my Lord.""\nA: ""And one of the passengers was Ooi Han Sun.""\nA: ""That\'s the First Plaintiff.""\nB: ""Yes, my Lord.""'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Yes, my Lord.\n\nA: And one of the passengers was Ooi Han Sun, that\'s the First Plaintiff.\n\nB: Yes, my Lord.\n\nA: Another passenger was Chua Peung Yang, who was killed in the accident.\n\nB: Yes, my Lord.\n\nA: At the time of the accident, what was the condition of the weather and visibility and the traffic condition?'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: So, you try call as many as possible lah, see how.\n\nB: Yes, my Lord.\n\nA: Dat\'s de first plaintiff.\n\nB: Yes, my Lord.\n\nA: Another passenger was Chua Peung Yang, he killed in de accident.\n\nB: Yes, my Lord.\n\nA: At dat time of de accident, what was de condition of de weather and visibility and de traffic?\n\nB: Weather fine, road surface dry, visibility clear.\n\nA: And de traffic...'}]",2,"['leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: The weather was fine, road surface was dry, visibility was clear.\nA: And the traffic?\nB: And the flow of traffic was moderate. Road surface was dry, my lord.\nA: And the traffic was moderate.\nB: Moderate, my lord.\nA: Moderate, yes, my lord.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: So, you try call as many as possible lah, see how.\nB: Traffic flow quite jialat.\nA: Traffic flow moderate only.\nB: Ya lah, moderately jammed lah, my Lord.\nA: Ya lah, moderate also can lah, my Lord.\nA: You appeal for any eye witnesses meh?\nB: Ya lah, my Lord.'}]",7,"['leh', ' lah', ' lah', ' lah', ' lah', ' lah', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Road surface was dry, my Lord.\nA: And the traffic was moderate.\nB: Moderate, my Lord.\nA: Moderate, yes, my Lord.\nA: Did you appeal for eye witnesses?\nB: Yes, my Lord.\nB: No one responded.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Moderate, my Lord.\nA: Moderate, yes, my Lord.\nA: Did you appeal for independent eye witnesses?\nB: Yes, my Lord.\nB: No one responded.\nA: Independent eye witnesses also no one responded.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Nobody responded.\nA: Eyewitness means independent eyewitnesses lah.\nA: Nobody responded.\nA: No further questions, my Lord.\nC: Sergeant, can we refer to Exhibit A-B5, the sketch plan?\nC: You drew on the sketch plan the scratch mark at F1-E1 is it?\nC: Can you tell us what caused the scratch mark on the road leh?'}]",3,"['leh', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: Okay.\nC: You said earlier there\'s no evidence that the pick-up hit the curb, right?\nB: Yes, my Lord.\nC: But, Sergeant, you only arrived at the scene about one hour after the accident, isn\'t it?\nB: Yes, my Lord.\nC: And the sketch plan reflects the position of the vehicle after the accident, correct?\nB: Yes, my Lord.\nC: So, am I correct to say that you won\'t be able to tell us what really happened?'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: But Sergeant, you only arrived at the scene about one hour after the accident, right?\nB: Yes, my Lord.\nC: And the sketch plan reflects the position of the vehicles after the accident, isn\'t it?\nB: Yes, my Lord.\nC: So, am I correct to say that you won\'t be able to tell us what happened and how the accident took place, right?\nB: Yes, my Lord.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: Yes, my Lord.\nC: So, correct me if I\'m wrong. You won\'t be able to tell us what happened, how the accident took place, is it?\nB: Yes, my Lord.\nC: So, can I say that it\'s also likely that the pickup may have collided with the curb, the divider, the center divider?\nB: Yes, my Lord.\nC: From your investigations, did any of the passengers seated behind the pickup tell you if they were able to say what happened, what caused the accident?'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: Eh, how the accident take place leh?\nB: Yes, my Lord.\nC: So can I say also likely the pickup maybe collide with the curb, the divider, the center divider is it?\nB: Yes, my Lord.\nC: From your investigation, any of the passengers seated behind the pickup able to tell you what happen, what cause the accident is it?\nB: They cannot tell, my Lord.\nC: They cannot tell is it?'}]",2,"['leh', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: So can I say it\'s also likely that the pickup collide with the curb, the divider, the center divider?\nB: Yes, my Lord.\nC: From your investigation, any of the passengers seated behind the pickup able to tell you what happened, what cause the accident?\nB: They unable to tell, my Lord.\nC: They unable to tell? The passenger in front, able to give you account what happened?\nB: Yes, my Lord.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nB: They cannot tahan tell my Lord.\nC: They cannot tahan tell.\nC: The passenger in front, can makan he give you some account of what happened?\nB: Can, my Lord.\nC: You go and check the pick-up after the accident ah?\nC: Can say right, from the damage on the pick-up, it look like it really collide with something, maybe a divider or not? From the damage on the pick-up.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: Eh, you inspect the pick-up after the accident ah?\nC: Can say right, based on the damage on the pick-up, looks like it collide with something, maybe a divider is it?\nB: Aiya, I cannot sure for you lah, my Lord.\nB: I really cannot tell you what happened.\nC: Then can you check the damage report at page A-B-six leh?'}]",3,"['leh', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: Eh, you sure or not can say one lah, from the damage on the pickup, looks like it collide with something, maybe a divider is it?\n\nB: Sorry boss, I really cannot tell one leh.\n\nC: Can you check the damage report at page A-B6 for me? Focus on the front right part of the pickup only.'}]",3,"['leh', ' lah', 'leh']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: ""Eh, the right front fender got slight dent lor. Right passenger side, door windscreen also damn spoil leh. From the damage at the right side of the vehicle, you think got collision with the center divider is it?""\n\nB: ""Sorry lah, I also cannot really tell one.""\n\nC: ""Okay, last question only. Now let me bring you back to the scratch marks. You see ah, those scratch marks lead to the pick-up is it?""'}]",4,"['leh', 'lor.', 'leh', ' lah']"
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nC: It ends there, the right side of the pick-up.\nC: The left side, sorry, the left side of the pick-up.\nC: My apologies.\nB: I cannot confirm, my Lord.\nC: Sorry, I was trying to ascertain from him which part of the pick-up the scratch marks were.\nC: He said it\'s on the pick-up, but in particular, which part of the pick-up.'}]",1,['leh']
"[{'role': 'user', 'content': 'Below is a transcript of a conversation involving Singaporeans who are speaking Singlish. Singlish is an English-based creole and contains particles such as ""lah"", ""lor"" and ""leh"". These particles have different pitches, depending on the context of the conversation. For the provided conversation transcript, attach an appropriate pitch for the Singlish particles:\nA: Eh, I have the photographer with the photographs lah. Can show more clearly one, the position of the vehicle. If can show to the Sergeant, because this thing happened many years ago. So, may I ask the photographer to come in and release the photographs, my Lord? Hussein Mohammed Hussein, P.C. 7832. Subject to his Lordship\'s permission, we be able to produce the photographs to this Witness leh.\n\nYes.'}]",3,"['leh', ' lah', 'leh']"
